Name,PA,1B,2B,3B,HR,BB,SO,SB,CS,Dir
Jonathan Bautista,35,3,0,0,1,7,18,0,0,
Edward Sanchez,16,2,0,0,0,1,4,0,0,
Jeison Lopez,24,3,0,0,0,1,10,2,0,
Luis Atocha,83,3,5,0,1,13,27,0,1,
Agustin Marcano,58,4,2,1,0,8,16,2,0,
Jesus Natera,40,2,3,0,0,5,11,0,1,
Jacob Sharp,32,4,0,0,0,3,6,1,1,
Jacob Godman,56,5,0,0,1,11,16,0,0,
Carson Jones,39,3,0,0,1,9,10,3,0,
Jackson Hornung,62,5,2,0,1,3,20,0,1,
Caden Connor,36,3,1,0,0,7,8,0,0,
Wooyeoul Shin,26,1,1,1,0,3,3,0,0,
Ryan Wilson,15,1,0,0,1,0,2,0,0,
Nick Clarno,259,20,7,0,4,34,78,4,3,
Brenner Cox,226,22,2,2,1,30,94,17,2,L
Alvaro Gonzalez,88,7,1,0,2,13,29,1,0,
Wilmin Candelario,74,5,3,0,1,8,36,4,1,
Maximo Maria,58,5,1,0,1,6,32,4,0,
Justin Boyd,62,6,0,0,1,10,19,1,0,
Dashyll Tejeda,96,9,2,0,0,14,26,12,3,
Justin Guerrera,40,3,1,0,1,2,24,1,0,
Dangelo Sarmiento,43,5,0,0,0,7,12,0,0,R
Brauli Diaz,83,8,2,0,0,6,38,5,2,
Luis Hernandez,46,3,2,0,0,10,13,3,1,
Christian Arroyo,71,7,2,0,0,6,12,1,0,
Josttin Diaz,32,2,2,0,0,3,17,1,1,
Layant Tapia,131,11,5,0,0,12,56,2,5,
Luis Paredes,71,4,2,0,2,9,21,0,1,
Ray Garrett,37,3,0,0,1,8,15,2,1,
Andy Colon,74,4,2,0,2,14,29,6,3,
Chris Lopez,67,6,2,0,0,6,37,0,0,
Pedro Hernandez,121,11,2,0,0,19,30,2,1,
Ramses Malave,49,4,2,0,0,5,15,0,0,
Connor Pavolony,103,9,2,0,1,12,36,1,0,
Umar Male,23,0,3,0,0,1,13,1,0,
Harrison Bader,39,4,1,0,0,2,8,1,0,
Nick Quintana,137,7,6,0,2,19,36,0,0,
Christopher De La Cruz,111,9,2,0,0,22,17,6,2,
Casey Dana,197,17,3,0,3,17,81,2,1,
Kevin Cron,46,5,1,0,0,1,18,0,0,
Cedric Mullins,31,3,0,0,1,1,3,0,1,
Scott Hurst,36,4,0,0,0,5,12,4,0,
Marcus Smith,60,6,0,0,0,15,27,4,2,
Luis Tejeda,22,2,0,0,0,5,3,1,0,
Fernando Diaz,33,3,0,0,1,3,12,0,0,
Trent Tingelstad,42,4,0,0,0,12,13,0,0,
Erick Pena,290,14,7,1,10,47,153,11,6,
Andres Villafane,39,3,1,0,0,8,4,1,1,
A.J. Shaver,38,3,0,0,1,4,16,3,1,
Donte Grant,23,2,0,0,0,6,5,2,0,
Todd Lott,41,3,1,0,0,10,5,1,1,
Carlos Amaya,57,5,2,0,0,1,14,0,0,
Jack Reinheimer,82,7,3,0,0,4,29,4,0,
Jeisel Acosta,41,2,2,0,1,2,13,0,0,
Juan Uribe,86,6,1,1,0,24,31,0,1,
Geraldi Diaz,131,9,1,1,3,22,46,1,0,
Richard Paz,30,3,0,0,0,6,8,0,0,
Jaswel De Los Santos,29,2,1,0,0,6,10,3,0,
Eruviel Castillo,29,3,0,0,0,5,10,0,0,
Miguel Rodriguez,27,1,1,0,1,4,7,0,0,
Alejandro Loaiza,25,1,0,0,2,2,14,0,0,
Yorfran Nieves,52,5,1,0,0,3,13,3,1,
Christian Molfetta,34,4,0,0,0,3,9,0,0,
Jose Torrez,96,8,2,0,0,12,16,0,0,
Rayber Romero,61,5,0,1,0,10,19,1,1,
Pablo Abad,78,5,4,0,0,7,38,0,3,
Anderson Machado,89,8,2,0,0,8,25,1,0,
Eloy Jimenez,12,1,0,0,0,4,2,0,0,
Ronny Sanchez,14,1,0,0,0,5,3,0,0,
Jarrod Watkins,52,3,1,2,0,2,13,1,1,
Nolan McLean,24,1,0,0,1,7,11,1,0,R
Arden Pabst,145,9,2,0,4,21,49,0,1,
Nelson Marin,99,9,1,0,1,10,39,0,0,
Miguel Vargas,99,6,3,0,1,18,32,2,0,
Brayan Sanchez,96,8,1,0,0,20,30,5,0,
Michael Amditis,85,7,0,0,2,11,34,0,0,
Frank Nigro,90,5,3,0,1,13,26,1,1,
Hansen Lopez,38,4,0,0,0,4,13,0,0,
Norkis Marcos,35,4,0,0,0,2,19,2,0,
Rodolfo De La Cruz,43,2,0,1,1,9,16,4,1,
Fabian Machado,37,2,1,0,0,11,7,0,0,
Moises Alcala,34,2,0,1,0,9,11,0,0,
Brayan Rijo,97,5,2,1,2,10,40,4,1,
Kyle Battle,51,3,1,0,1,8,19,3,0,
Edwin Solano,159,13,2,0,0,22,44,3,4,
Jacen Roberson,140,9,2,0,2,25,45,5,2,
Christian Jackson,53,5,0,0,0,6,15,3,0,
Esney Chacon,57,6,0,0,0,3,18,1,1,
Jesus Moreno,93,7,1,0,1,13,43,0,0,
Endri Garcia,54,4,0,0,1,9,13,0,0,
Ke'Bryan Hayes,12,1,0,0,0,3,2,0,0,
Nerio Rodriguez,20,0,1,0,1,2,6,0,0,
Gaige Howard,11,1,0,0,0,2,5,0,0,
Ben McCabe,22,1,1,0,0,0,11,0,0,
Ryan Snell,21,1,0,0,1,3,4,0,0,
Josh Tiedemann,10,1,0,0,0,1,3,0,0,
Fernando Villalobos,153,9,3,0,1,32,58,1,0,
Elijah Cabell,130,10,1,0,1,13,69,2,2,
Efrenyer Narvaez,32,1,0,0,2,3,8,0,0,
Kenny Baez,33,3,0,0,0,1,5,0,0,
Poncho Ruiz,32,2,1,0,0,3,6,0,0,
Edwin Diaz,53,0,1,1,3,5,21,0,0,
Joey Wiemer,21,1,0,0,1,1,3,0,0,
Luis Caicuto,27,1,1,0,0,6,7,0,0,
Felix Negueis,167,9,3,0,2,26,49,3,1,
Javier Bolivar,85,5,1,0,1,12,38,2,1,
Anger Romero,59,5,0,0,0,8,10,0,0,
Trey Paige,61,5,0,0,0,8,15,0,0,
Charles Mack,33,2,1,0,0,2,14,1,0,
Chad Delancey,66,3,3,0,0,5,29,1,1,
Trey Faltine,184,10,3,0,3,20,88,4,0,
Ildemaro Vargas,11,1,0,0,0,1,2,0,0,
Nick Gordon,23,1,1,0,0,2,7,0,1,
Josue Huma,36,2,1,0,0,6,8,1,0,
Jose Caballero,37,2,1,0,0,7,10,2,1,
Brad Malm,12,1,0,0,0,1,7,1,0,
B.Y. Choi,22,2,0,0,0,2,13,1,0,
Luis Marinez,138,5,3,0,4,13,67,3,0,
Marco Pernalete,46,4,0,0,0,5,17,0,0,
William Santana,94,5,1,0,1,15,40,3,2,
Michael Wielansky,37,3,0,0,0,2,8,1,1,
Derek Cueto,39,2,1,0,0,6,12,0,0,
Randal Grichuk,36,2,1,0,0,3,6,0,0,
Thairo Estrada,11,1,0,0,0,0,3,0,0,
Jose Altuve,22,2,0,0,0,0,4,0,1,
Miguel Ojeda,11,1,0,0,0,0,4,0,0,
Chris Burke,14,0,1,0,0,3,6,0,0,
Deivid Alcantara,14,0,0,0,1,2,9,0,0,
Ryan Holgate,25,2,0,0,0,3,4,0,0,
Logan Wagner,15,1,0,0,0,4,5,0,0,
Brayan Joseph,12,1,0,0,0,1,7,0,0,
Weston Eberly,26,2,0,0,0,2,7,0,0,
Jose Subero,33,1,1,0,0,8,13,1,2,
Enoy Jimenez,41,3,0,0,0,4,9,2,1,
Amilcar Vasquez,13,1,0,0,0,1,3,0,0,
Manuel Guance,14,1,0,0,0,1,4,0,1,
Edward De La Cruz,14,1,0,0,0,2,4,0,0,
Colton Vincent,13,0,1,0,0,0,4,0,0,
Bryant Mendez,30,2,0,0,0,4,17,4,0,
Wencer Inirio,27,0,2,0,0,0,15,0,0,
Wilfri Castro,16,0,1,0,0,2,5,0,0,
Sergio Mejias,19,0,0,1,0,3,10,0,0,
Donis Rodriguez,50,3,0,0,0,3,13,5,2,
Adriam Santos,30,1,1,0,0,2,18,0,0,
Jack Herman,16,0,1,0,0,2,1,1,0,
Sammy Stafura,53,0,2,0,1,8,23,0,0,R
Jhonnys Cabrera,33,1,1,0,0,3,19,0,0,
Alexander Then,51,3,0,0,0,6,22,0,0,
Randy Vasquez,27,0,0,1,0,10,7,0,0,R
Reynaldo Madrigal,21,0,1,0,0,2,12,4,0,
Orangel Rodriguez,15,1,0,0,0,0,6,0,0,
Nestor Rios,15,1,0,0,0,0,9,0,0,
Dany Martinez,18,1,0,0,0,2,2,0,0,
Nate LaRue,34,2,0,0,0,4,13,1,0,
Peter Burns,42,2,0,0,0,5,8,0,0,
Jeferson Espinal,18,1,0,0,0,1,9,1,1,
Angel De La Cruz,38,1,1,0,0,3,18,0,0,
Roblin Heredia,23,1,0,0,0,4,9,0,0,
Maikol Munoz,21,1,0,0,0,2,4,0,0,
Raymond Mola,22,1,0,0,0,4,7,1,0,
Straton Podaras,22,0,0,1,0,1,9,0,0,
Luis Perez,44,2,0,0,0,2,17,0,0,
Uziel Viloria,24,1,0,0,0,2,14,1,0,
Carlos Vicioso,31,1,0,0,0,6,11,1,1,
Manuel Santana,33,1,0,0,0,2,14,0,0,
Ronald Guzman,10,0,0,0,0,2,4,0,0,
Travis d'Arnaud,10,0,0,0,0,2,3,0,0,
Evan Longoria,12,0,0,0,0,4,3,0,0,
Alison Quintero,10,0,0,0,0,2,5,0,0,
Ivan Murzi,37,0,0,0,0,4,15,0,0,
Eric De La Rosa,14,0,0,0,0,3,4,2,0,
Nelson Quiroz,11,0,0,0,0,3,2,0,0,S
Bryant Packard,16,0,0,0,0,0,5,0,0,
Carlos Avila,10,0,0,0,0,1,4,0,0,
Josue Romero,23,0,0,0,0,4,10,1,0,
Jose Herrera,14,0,0,0,0,2,6,0,0,
Steven Williams,20,0,0,0,0,5,9,0,0,
Edgardo Lopez,24,0,0,0,0,3,14,1,0,
Duncan Hewitt,10,0,0,0,0,1,4,0,0,
Joseph Tavares,11,0,0,0,0,1,4,0,0,
Dominic Tamez,16,0,0,0,0,0,5,0,0,
